Account No,,,Pin No,BALANCE AMT
1196428',,,753014,-1633722832
1196428',,,220425,-1618722832
1196428',,,635801,-1615722832
1196428',,,827831,-1600722832
1196428',,,995911,-1585722832
1196428',,,794121,-1570722832
1196428',,,866355,-1567722832
1196428',,,533598,-1567454532
1196428',,,941897,-1582454532
1196428',,,138598,-1581604532
1196428',,,306414,-1596604532
1196428',,,111314,-1611604532
1196428',,,705287,-1626604532
1196428',,,281243,-1626416532
1196428',,,693853,-1641416532
1196428',,,616861,-1656416532
1196428',,,334839,-1656401532
1196428',,,847707,-1666401532
1196428',,,924000,-1676401532
1196428',,,121092,-1686401532
1196428',,,348588,-1696401532
1196428',,,347399,-1706401532
1196428',,,121864,-1716401532
1196428',,,762068,-1726401532
1196428',,,962696,-1736401532
1196428',,,685612,-1746401532
1196428',,,407214,-1746288032
1196428',,,850276,-1744188032
1196428',,,515425,-1740288032
1196428',,,893188,-1740238032
1196428',,,140882,-1740068032
1196428',,,559402,-1739477032
1196428',,,507897,-1739090532
1196428',,,658097,-1738562532
1196428',,,711231,-1738049532
1196428',,,609905,-1737273032
1196428',,,933405,-1736946832
1196428',,,570521,-1736134832
1196428',,,852563,-1735034832
1196428',,,977481,-1734468582
1196428',,,890233,-1734421982
1196428',,,567954,-1734086982
1196428',,,888352,-1732086982
1196428',,,624811,-1733086982
1196428',,,853564,-1734086982
1196428',,,524049,-1733818982
1196428',,,224724,-1718818982
1196428',,,846829,-1716717982
1196428',,,627839,-1716499482
1196428',,,923114,-1716166782
1196428',,,851458,-1715671782
1196428',,,100471,-1700771782
1196428',,,210900,-1687771782
1196428',,,597343,-1672871782
1196428',,,801639,-1672696782
1196428',,,173505,-1672579282
1196428',,,284404,-1672445682
1196428',,,381288,-1672308682
1196428',,,612819,-1672201682
1196428',,,198924,-1671701682
1196428',,,236649,-1671456682
1196428',,,914810,-1671221182
1196428',,,834757,-1669221182
1196428',,,800878,-1667221182
1196428',,,653674,-1652321182
1196428',,,924890,-1651771182
1196428',,,444002,-1651559682
1196428',,,964175,-1650559682
1196428',,,482613,-1649559682
1196428',,,708747,-1648559682
1196428',,,548652,-1638559682
1196428',,,229427,-1637559682
1196428',,,438243,-1627559682
1196428',,,473238,-1637559682
1196428',,,547260,-1647559682
1196428',,,602920,-1657559682
1196428',,,378715,-1667559682
1196428',,,608272,-1677559682
1196428',,,817319,-1687559682
1196428',,,700269,-1697559682
1196428',,,210974,-1712559682
1196428',,,646004,-1727559682
1196428',,,627856,-1742559682
1196428',,,744884,-1757559682
1196428',,,543859,-1767559682
1196428',,,741344,-1767252182
1196428',,,120044,-1766753382
1196428',,,429148,-1738646423
1196428',,,603620,-1684809058
1196428',,,220988,-1684554058
1196428',,,899030,-1683937558
1196428',,,376243,-1698937558
1196428',,,794100,-1713937558
1196428',,,895871,-1728937558
1196428',,,124505,-1728292058
1196428',,,642698,-1728174858
1196428',,,370281,-1726059358
1196428',,,826657,-1725973358
1196428',,,590235,-1724617358
1196428',,,352570,-1714617358
1196428',,,926751,-1724617358
1196428',,,281661,-1734617358
1196428',,,394832,-1744617358
1196428',,,964765,-1754617358
1196428',,,371486,-1754424358
1196428',,,261231,-1753525358
1196428',,,931179,-1753326358
1196428',,,129052,-1753200358
1196428',,,664915,-1752805858
1196428',,,520744,-1752752568
1196428',,,218267,-1752737568
1196428',,,772961,-1752558568
1196428',,,128204,-1752092568
1196428',,,162454,-1751439068
1196428',,,136290,-1699754030
1196428',,,269390,-1699264030
1196428',,,430862,-1698933030
1196428',,,486592,-1684933030
1196428',,,982649,-1678233030
1196428',,,438345,-1677988530
1196428',,,970783,-1677412530
1196428',,,219439,-1677132030
1196428',,,188498,-1676985630
1196428',,,519937,-1676964830
1196428',,,888733,-1676869830
1196428',,,774623,-1675901830
1196428',,,698415,-1675428830
1196428',,,590096,-1675330830
1196428',,,273777,-1674800830
1196428',,,234160,-1674723330
1196428',,,226914,-1674287330
1196428',,,779392,-1674194630
1196428',,,192369,-1673808630
1196428',,,285184,-1688808630
1196428',,,107373,-1703808630
1196428',,,107631,-1703229630
1196428',,,153619,-1702977630
1196428',,,175442,-1702873130
1196428',,,906812,-1702789630
1196428',,,460441,-1717789630
1196428',,,469144,-1716953330
1196428',,,444012,-1706953330
1196428',,,907640,-1704953330
1196428',,,714597,-1699953330
1196428',,,735680,-1698953330
1196428',,,703464,-1697953330
1196428',,,571393,-1687953330
1196428',,,383627,-1702953330
1196428',,,645186,-1717953330
1196428',,,343972,-1717948330
1196428',,,907427,-1716513330
1196428',,,698131,-1716507330
1196428',,,135452,-1716167830
1196428',,,959357,-1714817830
1196428',,,141805,-1714317830
1196428',,,894795,-1713794830
1196428',,,166319,-1713245730
1196428',,,240228,-1728245730
1196428',,,273966,-1743245730
1196428',,,476230,-1758245730
1196428',,,799805,-1757501730
1196428',,,626754,-1756628230
1196428',,,659336,-1755678230
1196428',,,153126,-1754711030
1196428',,,195673,-1752980030
1196428',,,347266,-1752426530
1196428',,,311383,-1751958530
1196428',,,342288,-1751498030
1196428',,,397016,-1751258930
1196428',,,591235,-1751007930
1196428',,,870467,-1750714930
1196428',,,232627,-1748114930
1196428',,,836367,-1747185930
1196428',,,232641,-1746992930
1196428',,,504193,-1746592930
1196428',,,992386,-1731692930
1196428',,,744447,-1716792930
1196428',,,426132,-1701892930
1196428',,,675873,-1686992930
1196428',,,222660,-1672092930
1196428',,,873104,-1657192930
1196428',,,332622,-1642292930
1196428',,,973386,-1627392930
1196428',,,189197,-1612492930
1196428',,,158509,-1597592930
1196428',,,892955,-1582692930
1196428',,,811775,-1597692930
1196428',,,961550,-1597056930
1196428',,,153932,-1612056930
1196428',,,474370,-1627056930
1196428',,,400665,-1642056930
1196428',,,353809,-1652056930
1196428',,,541032,-1667056930
1196428',,,910653,-1682056930
1196428',,,677377,-1697056930
1196428',,,709782,-1712056930
1196428',,,476095,-1697056930
1196428',,,826447,-1696022930
1196428',,,723258,-1695322930
1196428',,,357906,-1710322930
1196428',,,191397,-1725322930
1196428',,,374594,-1740322930
1196428',,,747042,-1755322930
1196428',,,192353,-1633430687
1196428',,,332766,-1633213687
1196428',,,403184,-1632537687
1196428',,,598592,-1631551687
1196428',,,251741,-1630351687
1196428',,,330252,-1630099687
1196428',,,153000,-1645099687
1196428',,,864963,-1650099687
1196428',,,657153,-1649843687
1196428',,,544060,-1648741687
1196428',,,133531,-1648641687
1196428',,,215624,-1647441687
1196428',,,153358,-1647321687
1196428',,,158553,-1646735687
1196428',,,871693,-1645715187
1196428',,,600020,-1645612987
1196428',,,276928,-1645217987
1196428',,,456141,-1645022487
1196428',,,772528,-1644964887
1196428',,,309662,-1644814987
1196428',,,381554,-1644728487
1196428',,,847661,-1649728487
1196428',,,491325,-1664728487
1196428',,,620188,-1679728487
1196428',,,412266,-1679379987
1196428',,,599567,-1679144987
1196428',,,139868,-1678964987
1196428',,,693824,-1678679987
1196428',,,569598,-1678339987
1196428',,,115168,-1663439987
1196428',,,577601,-1658439987
1196428',,,457289,-1656439987
1196428',,,514231,-1654439987
1196428',,,199094,-1639539987
1196428',,,676129,-1636539987
1196428',,,518276,-1635189687
1196428',,,994787,-1630189687
1196428',,,693878,-1627189687
1196428',,,442388,-1627190037
1196428',,,122587,-1627190086
1196428',,,455656,-1627190088
1196428',,,197498,-1627190090
1196428',,,860435,-1642190090
1196428',,,773577,-1657190090
1196428',,,685253,-1672190090
1196428',,,874964,-1687190090
1196428',,,157167,-1702190090
1196428',,,372300,-1717190090
1196428',,,492323,-1732190090
1196428',,,276459,-1747190090
1196428',,,300178,-1746696090
1196428',,,650305,-1746048090
1196428',,,465956,-1745753590
1196428',,,310715,-1745274090
1196428',,,235490,-1744903590
1196428',,,189091,-1744593590
1196428',,,193164,-1729693590
1196428',,,820281,-1714793590
1196428',,,767051,-1699893590
1196428',,,378834,-1684993590
1196428',,,752628,-1684743590
1196428',,,299654,-1684568090
1196428',,,162782,-1683618090
1196428',,,309837,-1683429590
1196428',,,332635,-1682531590
1196428',,,643256,-1682331590
1196428',,,184719,-1681561090
1196428',,,307520,-1681311090
1196428',,,435552,-1680681590
1196428',,,196885,-1679857590
1196428',,,138356,-1598954761
1196428',,,287709,-1598510261
1196428',,,410350,-1598500261
1196428',,,638133,-1597828761
1196428',,,672796,-1597376261
1196428',,,543022,-1612376261
1196428',,,705062,-1627376261
1196428',,,762099,-1619376261
1196428',,,637490,-1618617261
1196428',,,681729,-1617641761
1196428',,,962306,-1617272661
1196428',,,472780,-1602272661
1196428',,,391027,-1602032661
1196428',,,739349,-1591332661
1196428',,,240185,-1591095661
1196428',,,831683,-1606095661
1196428',,,395476,-1605885661
1196428',,,833562,-1605716161
1196428',,,591404,-1605609561
1196428',,,602181,-1605450061
1196428',,,239916,-1605429061
1196428',,,365553,-1605237061
1196428',,,662759,-1590337061
1196428',,,649735,-1586737061
1196428',,,238038,-1586150161
1196428',,,806065,-1601150161
1196428',,,259153,-1616150161
1196428',,,348633,-1631150161
1196428',,,938774,-1646150161
1196428',,,816309,-1661150161
1196428',,,440078,-1676150161
1196428',,,443347,-1691150161
1196428',,,499822,-1706150161
1196428',,,973789,-1721150161
1196428',,,581928,-1736150161
1196428',,,747772,-1751150161
1196428',,,603305,-1750441161
1196428',,,870529,-1750205661
1196428',,,675734,-1750013861
1196428',,,702615,-1749725861
1196428',,,634661,-1749357861
1196428',,,110950,-1749127861
1196428',,,660730,-1748966861
1196428',,,609798,-1748832361
1196428',,,408813,-1748219361
1196428',,,888586,-1748060761
1196428',,,332718,-1747485761
1196428',,,315956,-1747143761
1196428',,,281149,-1746275761
1196428',,,817695,-1745480261
1196428',,,133933,-1745264261
1196428',,,250706,-1744918761
1196428',,,803785,-1744613761
1196428',,,216759,-1743805261
1196428',,,904799,-1743245261
1196428',,,319935,-1682044413
1196428',,,160294,-1681797413
1196428',,,451125,-1681245413
1196428',,,795265,-1680914413
1196428',,,351504,-1679558213
1196428',,,412483,-1678983213
1196428',,,342232,-1693983213
1196428',,,619831,-1708983213
1196428',,,315275,-1723983213
1196428',,,487652,-1738983213
1196428',,,420151,-1743983213
1196428',,,305964,-1743309213
1196428',,,859587,-1743299213
1196428',,,738555,-1742299213
1196428',,,795864,-1727299213
1196428',,,871217,-1712299213
1196428',,,749020,-1697299213
1196428',,,656259,-1697207113
1196428',,,404685,-1696982113
1196428',,,187803,-1696859113
1196428',,,847605,-1696797413
1196428',,,895620,-1681897413
1196428',,,884828,-1666997413
1196428',,,916173,-1652097413
1196428',,,790537,-1637197413
1196428',,,942339,-1622197413
1196428',,,456496,-1611797413
1196428',,,874665,-1610797413
1196428',,,293222,-1607797413
1196428',,,450813,-1605797413
1196428',,,142909,-1600797413
1196428',,,380790,-1599797413
1196428',,,554980,-1584797413
1196428',,,934877,-1584327713
1196428',,,281680,-1583777713
1196428',,,369089,-1598777713
1196428',,,394523,-1613777713
1196428',,,801934,-1628777713
1196428',,,589651,-1643777713
1196428',,,661788,-1658777713
1196428',,,231894,-1673777713
1196428',,,591221,-1673611713
1196428',,,993911,-1673447813
1196428',,,667569,-1673369313
1196428',,,870653,-1672781313
1196428',,,787585,-1672378313
1196428',,,878099,-1672158313
1196428',,,919468,-1671694813
1196428',,,522503,-1671424813
1196428',,,386177,-1671041813
1196428',,,924666,-1670184213
1196428',,,368541,-1669072113
1196428',,,350206,-1668777113
1196428',,,579961,-1668522113
1196428',,,274503,-1614563318
1196428',,,221368,-1613252318
1196428',,,624131,-1613104318
1196428',,,368835,-1612815318
1196428',,,165497,-1612313818
1196428',,,645473,-1612133818
1196428',,,327869,-1611358618
1196428',,,217777,-1611348618
1196428',,,232567,-1612348618
1196428',,,700255,-1612212618
1196428',,,944563,-1612162418
1196428',,,874467,-1611524918
1196428',,,414395,-1611451418
1196428',,,286191,-1621451418
1196428',,,955671,-1621381118
1196428',,,260350,-1621187118
1196428',,,810295,-1616187118
1196428',,,926708,-1614187118
1196428',,,769748,-1609187118
1196428',,,816277,-1606187118
1196428',,,512245,-1601187118
1196428',,,621290,-1600888318
1196428',,,467606,-1600488318
1196428',,,788789,-1599966318
1196428',,,828014,-1609966318
1196428',,,238655,-1624966318
1196428',,,403322,-1639966318
1196428',,,769087,-1654966318
1196428',,,103352,-1669966318
1196428',,,986811,-1684966318
1196428',,,733951,-1699966318
1196428',,,604603,-1714966318
1196428',,,877750,-1729966318
1196428',,,905264,-1744966318
1196428',,,976165,-1759966318
1196428',,,758126,-1759960318
1196428',,,407012,-1759945318
1196428',,,412938,-1759735318
1196428',,,943643,-1759616818
1196428',,,417360,-1759220318
1196428',,,446840,-1758923318
1196428',,,102603,-1706908719
1196428',,,383578,-1706328719
1196428',,,693342,-1705937719
1196428',,,291859,-1705012219
1196428',,,274382,-1704607719
1196428',,,621656,-1703761219
1196428',,,740317,-1702855119
1196428',,,929075,-1702640619
1196428',,,242263,-1702585119
1196428',,,646815,-1701602119
1196428',,,457062,-1701418119
1196428',,,600405,-1701227019
1196428',,,928336,-1701193319
1196428',,,899042,-1701029319
1196428',,,107744,-1700891319
1196428',,,966098,-1701891319
1196428',,,131947,-1701711319
1196428',,,268126,-1716711319
1196428',,,520516,-1716562319
1196428',,,918777,-1716367319
1196428',,,606260,-1716287319
1196428',,,401817,-1714287319
1196428',,,676318,-1699387319
1196428',,,508388,-1684487319
1196428',,,143564,-1669587319
1196428',,,448164,-1667587319
1196428',,,664987,-1652687319
1196428',,,857942,-1650687319
1196428',,,615301,-1645687319
1196428',,,670126,-1640687319
1196428',,,621430,-1640385619
1196428',,,925613,-1640804686
1196428',,,878219,-1640805363
1196428',,,610367,-1640790363
1196428',,,555186,-1655790363
1196428',,,216560,-1670790363
1196428',,,151736,-1685790363
1196428',,,201644,-1685375363
1196428',,,138781,-1670475363
1196428',,,734779,-1661275363
1196428',,,255422,-1676275363
1196428',,,744594,-1691275363
1196428',,,827765,-1706275363
1196428',,,784481,-1721275363
1196428',,,214714,-1736275363
1196428',,,286859,-1751275363
1196428',,,118544,-1751195363
1196428',,,777521,-1750944363
1196428',,,406270,-1750716363
1196428',,,237286,-1750184863
1196428',,,558945,-1749877363
1196428',,,288725,-1749226263
1196428',,,415424,-1748556263
1196428',,,471059,-1748345263
1196428',,,965905,-1748282563
1196428',,,128220,-1747061063
1196428',,,676119,-1746827063
1196428',,,180201,-1731827063
1196428',,,686664,-1685334332
1196428',,,109140,-1684598832
1196428',,,759238,-1684430332
1196428',,,217694,-1684327332
1196428',,,526662,-1684217332
1196428',,,181957,-1684099332
1196428',,,714991,-1669099332
1196428',,,810192,-1659099332
1196428',,,732822,-1644199332
1196428',,,569419,-1629299332
1196428',,,373982,-1614399332
1196428',,,820402,-1608599332
1196428',,,325177,-1606599332
1196428',,,439697,-1601599332
1196428',,,914884,-1599599332
1196428',,,527256,-1597599332
1196428',,,938461,-1595599332
1196428',,,402758,-1595584832
1196428',,,886058,-1595414832
1196428',,,474680,-1605414832
1196428',,,120173,-1615414832
1196428',,,647348,-1615214832
1196428',,,709412,-1625214832
1196428',,,515303,-1635214832
1196428',,,999315,-1645214832
1196428',,,538485,-1655214832
1196428',,,305715,-1665214832
1196428',,,900416,-1675214832
1196428',,,941681,-1690214832
1196428',,,992697,-1689551832
1196428',,,507744,-1689213832
1196428',,,857804,-1688698832
1196428',,,612950,-1688182832
1196428',,,687694,-1687702832
1196428',,,201945,-1686529832
1196428',,,937796,-1686226032
1196428',,,175866,-1685851532
1196428',,,673106,-1627407562
1196428',,,713260,-1626825062
